age,personnel_id,gender,race,marital_status,education,type_of_work,salary,distance_from_home,years_with_current_manager
60,8639,0,0,2,1,2,82148,4,8
28,8640,0,2,1,1,0,84515,12,9
44,8641,1,2,2,0,1,74025,9,2
48,8642,1,2,0,3,1,96297,7,2
52,8643,0,2,0,2,1,61431,4,2
36,8644,1,0,1,0,1,70713,16,9
39,8645,0,2,1,1,1,49430,23,5
64,8646,1,2,2,1,1,53718,19,7
64,8647,0,4,0,1,3,54758,7,2
39,8648,1,1,0,2,0,54600,22,4
52,8649,0,4,0,2,1,43971,9,7
44,8650,1,1,2,3,1,63258,15,8
64,8651,0,2,2,0,1,32504,8,6
60,8652,0,6,2,1,3,23190,3,8
67,8653,0,2,1,3,3,27967,10,6
53,8654,0,2,1,2,1,53750,16,9
45,8655,0,2,0,0,1,88030,16,8
51,8656,0,2,0,2,1,70468,11,5
36,8657,1,2,2,2,1,109455,14,3
38,8658,1,1,0,1,3,105909,20,10
36,8659,0,2,0,2,1,102532,5,1
42,8660,0,2,2,2,0,91107,6,2
44,8661,0,2,2,0,1,57666,9,2
50,8662,1,2,1,2,1,97561,20,4
44,8663,0,2,1,1,1,94582,2,11
53,8664,0,2,2,0,2,99146,12,9
45,8665,0,2,1,2,1,64318,5,10
39,8666,0,2,0,2,0,108598,3,5
43,8667,0,2,0,0,1,88220,11,4
43,8668,1,2,2,1,3,65513,7,7
21,8669,0,2,1,0,1,89392,7,4
54,8670,0,2,2,3,3,63801,19,4
68,8671,0,2,1,2,4,33949,12,10
34,8672,0,1,0,3,1,91817,17,2
53,8673,0,2,0,1,3,51412,28,6
48,8674,0,2,0,2,1,68560,16,15
47,8675,0,2,1,2,1,104717,22,2
49,8676,1,2,1,3,1,55701,3,9
46,8677,1,2,1,3,1,66509,20,3
58,8678,0,2,1,0,2,53824,8,5
29,8679,1,2,1,1,0,104652,15,6
37,8680,0,2,0,0,0,76725,11,1
40,8681,1,5,1,4,1,102526,3,6
40,8682,1,2,0,2,3,69607,3,4
41,8683,0,2,0,0,1,50906,20,5
56,8684,0,1,2,0,1,76130,20,5
40,8685,0,2,1,1,0,89605,15,2
52,8686,0,2,1,2,1,85330,16,5
65,8687,0,2,2,2,3,20604,10,5
30,8688,1,2,0,1,3,21638,18,5
67,8689,0,2,1,1,1,24780,2,7
44,8690,0,3,0,1,0,102392,7,11
27,8691,0,1,1,3,0,105908,12,6
36,8692,0,2,1,3,2,78904,14,11
50,8693,0,2,0,3,1,60883,27,6
45,8694,0,2,1,1,1,57267,16,8
42,8695,1,2,0,1,1,77556,16,3
47,8696,0,2,0,0,0,73058,21,8
43,8697,0,2,1,1,3,94205,13,5
42,8698,1,2,1,0,5,63505,16,2
57,8699,1,2,1,1,3,107782,12,5
68,8700,0,2,2,3,1,53827,18,12
54,8701,0,2,0,1,3,62073,4,8
68,8702,0,2,1,3,3,32136,18,3
43,8703,1,1,0,0,1,21845,7,1
51,8704,0,2,2,1,2,68125,21,5
47,8705,0,2,0,3,1,119995,6,4
46,8706,1,2,1,1,3,56719,19,7
39,8707,0,2,2,0,2,36343,16,7
57,8708,0,1,1,2,1,26573,11,5
35,8709,0,2,2,1,5,73085,4,9
35,8710,0,4,2,3,1,50456,18,5
44,8711,0,2,0,0,2,52151,21,3
56,8712,0,2,1,1,2,45032,12,6
54,8713,1,2,0,2,2,82492,18,7
56,8714,1,2,1,1,3,72212,9,5
52,8715,1,2,0,3,0,57879,13,2
40,8716,0,2,1,1,2,104788,7,6
47,8717,0,1,0,1,2,61545,12,4
57,8718,0,2,2,0,1,124609,8,9
56,8719,1,1,0,3,0,91117,19,3
52,8720,0,2,0,3,0,67258,8,3
57,8721,0,2,1,1,3,37216,22,1
38,8722,0,2,0,0,1,76871,17,3
51,8723,0,2,2,0,0,81020,17,3
41,8724,1,2,0,3,1,92536,19,7
47,8725,0,2,2,1,3,47972,14,9
47,8726,0,2,1,1,1,58293,2,11
57,8727,0,3,1,1,0,86850,18,7
39,8728,0,2,0,0,0,93403,12,14
41,8729,0,2,0,2,1,48004,6,8
36,8730,0,4,1,1,3,68396,17,5
43,8731,0,1,1,0,1,88818,14,2
31,8732,0,2,2,3,0,77707,10,3
67,8733,0,2,1,1,1,33328,11,2
39,8734,0,1,2,1,0,48755,9,5
34,8735,1,1,2,1,3,68658,20,5
40,8736,1,2,1,0,1,85640,12,3
69,8737,0,2,1,0,1,24737,13,7
36,8738,0,2,2,1,2,76438,11,4
22,8739,0,2,0,1,1,125311,11,2
50,8740,0,2,2,2,1,63500,22,8
27,8741,0,2,0,1,1,107507,7,10
44,8742,0,2,1,0,1,28242,11,10
49,8743,1,1,2,1,1,75167,9,1
33,8744,1,2,2,2,2,89512,13,9
33,8745,0,2,0,3,2,67812,13,5
51,8746,0,1,1,1,2,99168,4,3
34,8747,0,2,1,3,1,114003,13,3
54,8748,0,1,2,1,1,23538,21,6
48,8749,1,3,0,3,1,57651,8,13
55,8750,0,2,1,2,1,63237,18,4
59,8751,0,2,2,3,1,28811,20,9
56,8752,1,2,2,0,1,38887,8,6
22,8753,1,4,1,4,0,59417,10,3
28,8754,1,2,0,1,1,104467,11,7
52,8755,0,2,0,0,2,71406,12,5
63,8756,0,2,1,1,3,94985,16,3
44,8757,0,2,1,3,0,100977,4,4
51,8758,1,2,2,1,0,80587,11,2
33,8759,0,2,2,3,1,92585,3,4
32,8760,0,2,1,2,1,98004,15,10
52,8761,1,2,2,1,1,73706,8,9
44,8762,0,2,0,3,1,53556,2,1
44,8763,0,1,0,1,0,57641,11,10
37,8764,1,4,1,4,1,92320,13,7
59,8765,1,2,2,2,5,78461,13,4
54,8766,0,2,2,0,1,86569,13,1
56,8767,0,2,0,2,2,87588,9,2
57,8768,1,2,2,3,3,26720,12,8
36,8769,1,3,0,4,1,91149,9,4
39,8770,0,2,2,1,1,92293,19,4
33,8771,0,2,0,3,0,87943,6,8
36,8772,1,2,2,0,2,55658,6,5
54,8773,0,2,2,2,1,26149,3,7
43,8774,0,2,0,1,0,59234,4,6
64,8775,0,2,1,1,0,29784,7,6
53,8776,0,2,1,0,0,62596,11,1
64,8777,0,2,0,1,3,29635,9,9
51,8778,0,2,2,4,1,61886,17,9
43,8779,0,2,1,0,1,73341,4,6
39,8780,0,2,2,4,1,43524,16,5
44,8781,1,2,0,0,1,113168,13,4
38,8782,1,2,2,3,0,93814,25,2
61,8783,0,1,2,1,3,28328,3,7
27,8784,1,2,2,0,1,53417,27,3
69,8785,0,2,0,3,0,69983,5,4
46,8786,0,2,0,2,1,57451,8,7
65,8787,1,2,1,3,2,83155,11,5
50,8788,0,6,0,2,0,61508,8,8
30,8789,0,2,2,5,0,90869,17,8
37,8790,1,2,1,2,1,82188,16,5
52,8791,0,2,1,1,1,68110,8,8
61,8792,0,4,2,1,3,37367,3,3
59,8793,0,2,1,1,1,42298,6,2
48,8794,1,2,0,3,3,104233,16,11
40,8795,0,2,0,3,3,101254,13,8
57,8796,1,2,0,1,3,58534,8,4
30,8797,0,2,2,3,0,31199,12,5
35,8798,0,1,2,3,0,72719,15,8
47,8799,0,2,1,2,0,62093,14,3
61,8800,0,2,1,3,1,94172,6,10
40,8801,0,1,0,1,0,57339,13,5
39,8802,0,2,0,2,1,83997,8,9
42,8803,0,2,1,2,2,37537,15,10
36,8804,0,1,0,1,3,77223,2,10
49,8805,0,2,0,2,1,96607,7,6
51,8806,1,2,0,1,1,73286,12,12
22,8807,0,1,1,0,0,80106,14,10
47,8808,0,2,0,2,3,73191,4,4
49,8809,0,3,1,1,0,65168,15,7
29,8810,1,2,1,3,1,90652,3,2
33,8811,0,2,0,1,3,87509,12,2
44,8812,0,2,2,4,4,47926,19,2
42,8813,0,2,1,3,5,62323,21,8
68,8814,0,2,2,1,3,68490,3,3
46,8815,1,3,2,1,1,50382,4,1
61,8816,1,1,1,2,1,61333,23,2
62,8817,0,1,1,0,1,31635,2,1
46,8818,1,1,0,0,2,82452,4,1
25,8819,0,2,1,1,3,76574,10,10
39,8820,0,3,1,2,0,52062,6,4
55,8821,0,0,0,0,0,74969,10,3
52,8822,1,0,2,1,0,90153,9,8
61,8823,0,2,2,0,0,29413,12,9
43,8824,0,2,1,1,1,55893,6,5
45,8825,0,2,2,1,3,80446,7,6
25,8826,1,2,2,0,2,89825,7,6
47,8827,0,2,0,0,1,87093,7,3
42,8828,0,2,2,3,0,81137,18,6
52,8829,1,2,1,1,1,104040,2,3
52,8830,0,2,0,0,1,81898,14,8
21,8831,0,2,1,2,1,97319,7,7
48,8832,0,2,1,1,1,90329,8,1
31,8833,0,2,1,1,0,98629,17,11
48,8834,0,2,1,4,0,87349,9,10
35,8835,1,2,0,0,1,73102,5,5
66,8836,0,2,2,3,2,100339,7,10
55,8837,0,2,0,0,1,88193,15,7
68,8838,0,0,2,0,1,29565,5,6
48,8839,0,2,1,1,3,81334,3,1
56,8840,0,2,0,1,4,109587,4,6
54,8841,0,2,0,1,1,67342,11,2
35,8842,0,2,1,0,1,86560,2,2
34,8843,0,2,1,2,4,98928,12,3
35,8844,1,2,0,3,3,103204,12,7
54,8845,0,1,0,2,1,81205,7,2
43,8846,1,1,2,1,3,60082,7,1
59,8847,0,0,0,0,1,77198,25,8
41,8848,0,2,1,0,1,86790,27,10
63,8849,0,2,2,3,1,101349,14,4
62,8850,1,1,1,1,3,93335,6,1
56,8851,0,2,0,0,1,74627,9,3
23,8852,0,1,2,0,1,87281,4,7
34,8853,0,2,2,1,2,105903,8,4
32,8854,0,2,1,1,1,57644,5,6
65,8855,1,2,2,0,1,63211,26,1
55,8856,0,2,1,1,1,98258,9,9
36,8857,0,0,2,2,3,67938,15,7
55,8858,0,2,0,1,0,60079,14,3
38,8859,0,2,0,1,1,91544,13,5
36,8860,1,2,2,1,3,65977,19,11
32,8861,0,1,0,1,1,94265,9,3
40,8862,0,2,0,1,3,82251,12,8
45,8863,0,4,2,2,1,92042,2,5
41,8864,0,2,0,0,2,48308,22,1
42,8865,0,3,1,0,1,41772,15,5
56,8866,0,2,1,1,1,40719,15,2
53,8867,0,2,1,0,0,25883,11,8
34,8868,1,1,1,3,1,73161,8,6
69,8869,0,2,0,3,1,21581,9,6
57,8870,0,2,1,3,2,42800,14,7
56,8871,0,2,1,0,1,54442,10,5
45,8872,0,3,2,3,0,90912,9,9
68,8873,0,4,0,1,3,43450,17,5
42,8874,0,2,0,3,2,90381,7,6
43,8875,1,2,1,2,1,81770,6,2
44,8876,1,2,0,0,1,86182,17,5
56,8877,0,2,1,2,1,64020,13,2
64,8878,0,2,2,3,3,23985,11,2
53,8879,1,2,0,0,2,38321,14,4
59,8880,0,2,0,0,1,34382,15,3
36,8881,0,2,0,1,1,97263,14,4
41,8882,1,2,1,2,1,79369,9,5
58,8883,0,3,2,1,3,32953,7,1
47,8884,1,2,2,3,1,52573,15,1
44,8885,1,2,2,2,0,65243,15,9
50,8886,1,2,1,1,3,81680,7,6
62,8887,0,1,0,1,1,87219,16,5
43,8888,0,2,2,2,0,89799,7,3
46,8889,0,2,2,1,3,83269,9,10
55,8890,0,1,2,2,1,40886,7,10
33,8891,0,2,0,1,1,80166,16,4
45,8892,0,1,1,0,2,45740,10,2
31,8893,0,2,2,0,0,81608,26,11
47,8894,1,2,1,1,3,42303,20,2
50,8895,0,2,0,1,1,54270,9,7
41,8896,0,2,2,3,3,91060,9,1
38,8897,1,2,1,1,3,58484,7,8
51,8898,0,0,1,2,0,43297,17,6
35,8899,0,2,2,0,1,92648,12,4
68,8900,0,2,2,0,1,33591,17,1
53,8901,0,3,2,2,1,46468,7,6
51,8902,1,0,1,1,3,53565,11,5
53,8903,0,2,2,3,0,39074,22,7
24,8904,0,2,0,0,1,59956,19,1
53,8905,0,2,0,1,1,104162,28,4
56,8906,0,2,2,0,1,53744,22,7
27,8907,1,2,1,1,1,87895,16,5
57,8908,1,2,1,2,1,90009,9,5
21,8909,1,2,2,1,3,95501,12,8
53,8910,0,2,0,3,3,40864,17,10
54,8911,1,2,2,3,0,49657,19,8
59,8912,0,2,0,4,2,54404,9,6
62,8913,1,0,2,2,0,57957,9,4
49,8914,0,2,2,0,5,90690,4,10
37,8915,0,1,0,3,1,54713,11,4
59,8916,0,2,1,3,1,31286,12,1
27,8917,1,2,0,1,1,75154,6,4
43,8918,1,0,0,3,3,84559,12,2
45,8919,0,2,0,1,1,85215,4,11
41,8920,0,2,1,2,0,48641,12,4
39,8921,1,2,1,2,1,59732,13,3
66,8922,0,3,2,2,3,20631,6,3
56,8923,1,3,2,1,3,84133,16,4
53,8924,0,1,2,3,1,55413,4,8
42,8925,0,2,0,0,1,103596,8,6
39,8926,0,2,0,1,3,72651,14,4
65,8927,0,4,2,0,4,69211,12,6
29,8928,0,2,2,2,1,100855,7,3
41,8929,0,1,1,2,1,81130,14,6
43,8930,1,2,2,0,2,107015,22,4
38,8931,0,2,1,1,0,81256,9,13
45,8932,0,2,1,1,2,74652,9,3
67,8933,0,2,2,3,0,85139,11,14
58,8934,0,2,0,0,2,52986,15,3
27,8935,0,2,0,1,3,91442,16,3
49,8936,1,2,1,2,1,82726,20,2
64,8937,0,3,2,1,3,26093,16,5
40,8938,0,2,2,2,0,58951,10,5
68,8939,0,2,2,0,5,34699,6,1
53,8940,0,2,2,0,1,63940,17,6
31,8941,0,2,2,0,0,104315,8,7
66,8942,0,2,0,2,5,33272,7,2
42,8943,0,2,0,1,3,60316,7,1
42,8944,0,2,1,0,1,43291,13,3
51,8945,0,2,2,2,0,85462,4,11
49,8946,0,2,2,1,1,42551,9,3
42,8947,0,0,1,0,5,67433,7,9
62,8948,0,1,1,2,0,109635,14,8
65,8949,0,2,0,1,3,88982,16,2
42,8950,0,1,0,3,0,74444,21,6
46,8951,0,3,0,1,3,111452,13,2
46,8952,1,2,0,1,0,76040,18,12
47,8953,0,2,0,1,0,92321,16,2
40,8954,0,2,2,3,1,76542,2,6
57,8955,0,1,1,1,3,80998,2,10
58,8956,0,2,2,3,1,29397,6,5
43,8957,0,2,0,0,0,88014,12,3
51,8958,1,2,1,1,0,82664,13,6
70,8959,0,2,1,2,2,35945,11,8
56,8960,0,6,2,3,1,30312,11,3
39,8961,0,2,0,2,0,81876,11,2
42,8962,1,4,1,0,1,46756,23,8
48,8963,0,2,1,0,1,82302,5,3
64,8964,0,2,2,2,1,26977,10,4
48,8965,0,2,0,1,3,70617,8,4
45,8966,1,2,0,4,2,70610,21,5
63,8967,0,2,2,0,1,51747,3,3
41,8968,0,2,1,2,0,80455,11,6
30,8969,0,2,1,2,2,66890,16,9
50,8970,1,1,0,1,1,73599,11,2
41,8971,0,2,1,2,1,42827,11,10
53,8972,0,1,0,1,1,84135,16,5
48,8973,0,2,0,2,2,81623,6,7
34,8974,0,2,2,2,2,59160,7,3
48,8975,0,0,1,1,3,42828,8,2
46,8976,0,2,1,1,3,90901,8,1
51,8977,0,2,2,2,1,35669,10,2
48,8978,0,2,1,1,0,81279,12,8
59,8979,1,2,0,2,1,54307,3,5
57,8980,1,2,2,2,1,83473,9,3
54,8981,1,2,0,0,0,65129,13,3
47,8982,0,2,2,2,1,82994,15,10
37,8983,0,5,1,1,3,79450,14,3
34,8984,0,1,0,0,0,67841,9,3
47,8985,0,2,0,2,2,87327,12,2
53,8986,0,2,0,1,3,73647,15,6
47,8987,0,2,2,1,3,78453,12,9
40,8988,1,2,2,0,1,112198,4,7
54,8989,0,2,1,0,0,44649,8,1
49,8990,0,2,2,3,5,62827,21,3
37,8991,1,2,1,2,0,70809,6,3
42,8992,1,2,0,2,1,82005,2,5
50,8993,0,1,2,2,1,59062,4,11
36,8994,0,2,1,2,1,45710,11,7
61,8995,0,1,0,1,0,43830,7,4
32,8996,0,2,1,1,1,48631,10,9
32,8997,0,2,1,2,0,44775,12,4
42,8998,0,1,0,0,0,82856,10,5
56,8999,0,2,2,1,3,32198,25,6
36,9000,0,0,2,0,1,77857,23,9
47,9001,1,2,2,0,0,102948,11,4
53,9002,1,3,2,2,0,102774,2,12
47,9003,0,2,1,1,3,96469,14,1
45,9004,0,3,1,0,1,74274,9,3
54,9005,1,2,2,0,2,102253,15,9
62,9006,1,2,2,0,0,46887,19,7
40,9007,0,2,1,1,1,86869,11,6
37,9008,0,1,2,1,4,88666,10,3
62,9009,1,2,2,2,2,53397,21,7
62,9010,1,2,0,3,3,46960,23,14
39,9011,1,2,2,4,1,79081,9,10
54,9012,0,2,0,1,0,105605,15,2
40,9013,0,2,0,2,1,46582,20,7
56,9014,0,1,1,1,3,36116,6,6
42,9015,0,2,2,1,3,82056,5,8
38,9016,0,3,1,1,3,85627,5,1
48,9017,0,2,2,1,3,115639,7,3
62,9018,0,2,2,0,1,24429,11,6
33,9019,0,4,0,1,3,100034,22,9
41,9020,0,0,0,0,0,71905,22,11
34,9021,0,2,0,1,3,48225,17,3
49,9022,0,2,0,1,1,45569,13,9
63,9023,0,2,1,0,1,24220,16,7
55,9024,0,2,0,1,0,94356,19,5
33,9025,0,1,0,1,3,89511,3,2
27,9026,0,2,2,2,1,86267,3,5
35,9027,0,1,0,0,0,79236,12,5
47,9028,0,2,0,2,1,49070,10,8
50,9029,1,2,0,2,1,85671,10,4
40,9030,1,6,2,3,2,88591,19,4
35,9031,0,2,0,2,3,41550,22,5
41,9032,1,2,2,2,2,88937,26,5
63,9033,0,5,2,1,3,89782,7,6
36,9034,1,2,0,0,0,109138,15,2
35,9035,0,2,0,2,1,61327,17,8
36,9036,0,2,0,0,2,82869,18,8
57,9037,0,2,2,3,3,21480,5,1
55,9038,0,2,0,3,1,72857,8,7
37,9039,0,2,2,3,0,58477,22,1
52,9040,1,2,0,2,1,66598,4,3
35,9041,0,2,0,4,5,83764,6,2
49,9042,1,2,1,1,3,41464,5,5
43,9043,0,2,2,1,1,114061,9,11
36,9044,0,2,1,0,0,78402,18,6
45,9045,1,1,2,1,3,80826,29,10
37,9046,0,2,0,2,0,67273,22,9
55,9047,0,2,0,0,2,54966,21,8
59,9048,1,2,1,2,1,35526,11,9
44,9049,0,2,2,3,3,60382,13,3
39,9050,0,2,0,1,1,61104,9,6
72,9051,0,2,2,2,2,32747,11,6
24,9052,0,2,2,0,1,55428,17,6
51,9053,0,2,1,0,1,82337,19,5
54,9054,0,2,0,1,2,59385,12,5
63,9055,0,2,1,4,2,26906,6,1
53,9056,0,2,1,2,0,59407,17,1
63,9057,0,2,2,3,3,80067,12,6
42,9058,0,2,1,3,1,42824,5,2
58,9059,0,2,1,1,3,30469,12,7
45,9060,1,4,1,4,0,79529,10,10
39,9061,0,4,2,2,1,115103,6,5
49,9062,0,2,1,0,1,73917,19,6
41,9063,0,1,2,3,3,65387,8,5
56,9064,0,2,1,1,3,62376,18,3
46,9065,1,2,1,3,0,59372,18,3
39,9066,0,2,0,2,2,46293,22,5
58,9067,0,2,2,0,0,97854,16,5
52,9068,0,2,0,1,0,101000,18,2
41,9069,1,2,2,2,1,96933,7,4
53,9070,0,2,1,2,1,40624,19,8
51,9071,0,2,2,3,2,79909,25,8
51,9072,1,3,0,2,1,75241,28,1
42,9073,0,2,2,1,2,61405,17,2
32,9074,0,2,2,1,1,107841,6,3
58,9075,1,0,0,2,5,67506,11,9
23,9076,0,3,1,2,1,63279,16,5
63,9077,1,2,1,3,0,32044,11,3
52,9078,0,0,0,1,3,102351,26,2
54,9079,0,2,0,1,3,30334,13,4
60,9080,0,2,0,0,1,70683,2,6
46,9081,1,1,0,1,3,56182,25,9
56,9082,0,2,1,1,0,50056,19,4
57,9083,0,1,0,2,1,67427,6,11
31,9084,1,2,2,1,2,88171,5,3
59,9085,0,2,1,3,1,22988,24,9
47,9086,0,2,1,1,2,94940,15,3
40,9087,1,2,0,2,1,88465,10,2
49,9088,0,2,0,0,1,102653,17,5
56,9089,1,2,0,3,1,99525,16,5
65,9090,0,2,2,2,0,27223,24,7
42,9091,0,5,2,1,1,57950,13,10
47,9092,0,2,0,1,0,71415,21,3
19,9093,0,2,0,2,1,72232,17,5
44,9094,0,2,0,2,3,82934,6,6
36,9095,0,1,0,0,1,97992,11,6
40,9096,0,3,2,3,3,107976,9,7
43,9097,0,2,0,1,0,94880,10,1
53,9098,0,2,0,1,0,56422,5,3
50,9099,0,2,1,1,3,53490,14,8
35,9100,0,2,2,1,1,64885,20,5
57,9101,1,2,2,2,0,31799,15,3
63,9102,0,2,2,1,1,29044,15,2
39,9103,0,2,2,2,1,43433,12,8
41,9104,1,2,0,3,2,108262,7,7
32,9105,0,2,0,1,3,51026,2,8
45,9106,0,2,0,0,1,84787,11,4
39,9107,0,2,1,0,1,78278,17,2
61,9108,1,2,1,1,2,22895,6,2
44,9109,0,6,1,1,0,45692,8,1
34,9110,0,2,2,3,3,77373,9,3
55,9111,1,2,1,1,1,64713,7,8
55,9112,0,1,1,0,1,63472,15,3
52,9113,0,2,2,0,2,63316,29,2
57,9114,1,2,0,3,2,74423,18,9
58,9115,0,2,0,1,0,63153,16,6
36,9116,1,2,0,1,3,60018,10,2
45,9117,0,2,0,2,1,36351,7,2
51,9118,1,2,2,1,3,30924,21,12
38,9119,1,2,1,0,0,94142,16,10
63,9120,0,2,2,1,3,31594,8,5
56,9121,1,2,0,1,2,77218,11,2
68,9122,0,2,2,0,1,29976,10,10
38,9123,0,1,1,1,3,55151,15,12
38,9124,1,1,0,0,1,68667,14,7
36,9125,1,2,1,0,1,79667,13,5
58,9126,0,2,1,0,1,48071,16,5
40,9127,0,1,2,3,0,73450,4,10
36,9128,0,2,0,1,3,88697,14,5
38,9129,0,2,0,0,0,78280,17,3
48,9130,1,1,0,2,1,70853,13,10
59,9131,1,2,1,4,1,87406,8,9
30,9132,0,2,1,2,0,95835,7,1
25,9133,1,2,0,0,2,94494,20,5
29,9134,1,0,0,0,0,101312,14,14
39,9135,0,1,0,0,1,101552,11,4
56,9136,0,2,0,1,2,76260,5,3
41,9137,0,1,2,0,5,98108,11,5
51,9138,1,2,2,3,3,57861,7,2
69,9139,1,2,0,1,3,84580,14,7
48,9140,0,2,0,0,1,95387,25,4
48,9141,1,2,2,2,1,97617,16,5
49,9142,0,1,1,0,1,70070,22,6
39,9143,1,1,2,0,4,102716,19,1
47,9144,0,2,1,3,3,80364,9,8
57,9145,1,6,2,2,0,82846,12,10
22,9146,0,1,1,0,1,115858,9,3
69,9147,0,2,2,1,3,31873,12,5
53,9148,0,2,0,1,3,108690,3,2
45,9149,1,2,2,1,3,54237,6,2
50,9150,0,2,1,2,3,82143,22,5
54,9151,0,2,0,1,3,47018,12,1
51,9152,0,3,0,0,1,117753,4,3
51,9153,1,2,0,1,1,94403,8,6
64,9154,0,6,1,3,1,93723,2,8
53,9155,0,2,0,2,1,87611,18,1
34,9156,0,2,1,3,0,48031,3,4
50,9157,1,2,1,1,3,86890,5,1
55,9158,1,2,1,2,1,99178,11,6
57,9159,0,5,1,3,0,58241,18,9
36,9160,0,2,2,3,0,101132,13,2
34,9161,1,3,2,0,5,94002,16,4
65,9162,1,2,1,0,1,68177,15,7
49,9163,1,2,2,1,3,92090,7,4
53,9164,0,5,0,0,4,85597,11,1
34,9165,1,2,2,1,0,83289,16,3
44,9166,0,2,0,2,1,77800,7,5
53,9167,0,1,0,0,1,74197,7,3
38,9168,1,2,0,0,1,69348,5,9
44,9169,1,2,1,3,3,85190,14,6
35,9170,0,2,2,1,3,88299,18,5
51,9171,0,2,2,1,3,112686,4,10
37,9172,0,1,2,2,0,80840,14,8
53,9173,0,2,2,3,1,80145,27,2
44,9174,1,3,0,1,3,67161,15,8
37,9175,0,2,2,3,3,86195,8,8
67,9176,1,2,2,2,1,83472,13,9
55,9177,0,2,0,1,3,82491,10,8
39,9178,0,2,2,3,0,103548,5,6
63,9179,1,2,2,3,1,72161,6,4
41,9180,0,2,2,2,1,60560,6,9
39,9181,0,2,0,1,2,59968,15,4
38,9182,0,3,0,3,2,65487,18,6
54,9183,0,2,0,0,0,57594,2,2
57,9184,1,2,2,3,3,59830,10,9
25,9185,1,0,0,3,1,78264,11,6
51,9186,0,2,2,0,1,51405,11,10
56,9187,1,0,2,1,0,27902,3,3
41,9188,0,2,1,1,1,55069,4,7
47,9189,1,2,2,0,0,50955,5,8
28,9190,1,2,1,0,1,85416,19,3
65,9191,1,2,2,1,1,78643,8,6
57,9192,0,3,2,1,3,26188,15,4
38,9193,0,2,1,1,2,78251,7,3
69,9194,0,2,1,1,0,50357,18,2
47,9195,0,2,1,0,1,82088,26,3
29,9196,0,2,0,1,0,87137,5,3
66,9197,0,3,2,1,3,28987,11,3
52,9198,0,2,0,1,3,77061,10,9
61,9199,0,2,1,1,0,81886,4,7
44,9200,0,2,1,1,3,105831,24,7
37,9201,0,2,1,3,0,54702,4,6
42,9202,0,0,0,2,0,86572,9,12
20,9203,1,2,0,0,0,80583,14,11
57,9204,0,2,0,3,0,94110,9,4
62,9205,0,0,1,1,1,30570,22,10
45,9206,0,0,0,1,1,61569,22,3
54,9207,1,4,1,1,3,55195,14,4
66,9208,0,1,0,1,3,33688,13,6
40,9209,0,2,1,0,0,86639,26,3
40,9210,0,2,0,0,1,93347,5,2
68,9211,0,2,2,1,0,30522,29,8
29,9212,0,1,0,2,1,87147,5,1
61,9213,0,2,2,3,1,95545,20,5
43,9214,0,2,0,3,2,118281,15,11
51,9215,1,2,0,3,4,45336,17,1
31,9216,1,4,2,0,0,90672,8,4
50,9217,0,2,0,2,1,88549,19,5
25,9218,0,2,1,0,2,76781,21,4
60,9219,1,2,0,3,1,100564,20,4
34,9220,0,3,0,0,1,64408,16,1
59,9221,1,4,0,3,3,64550,20,8
60,9222,0,2,1,1,3,30863,9,12
35,9223,0,4,0,2,4,82929,19,3
51,9224,1,2,0,0,1,48285,20,1
53,9225,0,0,2,1,1,57335,12,2
55,9226,0,2,2,2,1,82343,11,6
33,9227,0,2,0,1,1,92639,15,4
36,9228,1,1,1,1,5,91081,11,2
49,9229,1,2,1,0,1,47159,9,1
49,9230,1,6,0,2,1,48994,8,2
48,9231,0,2,1,3,0,101246,4,3
47,9232,1,2,1,0,2,83546,15,15
55,9233,0,2,0,0,5,54191,6,5
47,9234,1,2,2,2,1,78062,16,10
42,9235,0,1,0,1,1,92748,18,5
50,9236,0,0,2,2,0,87917,10,1
37,9237,0,2,1,1,3,24730,9,4
65,9238,0,2,2,1,3,31216,14,6
35,9239,0,2,2,2,0,31454,9,9
45,9240,1,2,0,1,3,71913,10,6
23,9241,1,2,1,1,1,101827,9,10
56,9242,1,2,2,0,1,49765,16,6
36,9243,0,3,1,2,1,90188,13,11
50,9244,1,2,1,3,0,94816,11,6
57,9245,1,2,1,2,1,65692,19,3
67,9246,0,2,2,0,2,30421,27,7
68,9247,0,2,2,3,3,32043,6,2
59,9248,0,4,0,1,1,53013,19,7
43,9249,1,2,2,1,5,105556,5,8
49,9250,0,2,0,1,3,57677,19,3
40,9251,0,2,0,3,1,99946,24,1
59,9252,0,1,1,1,3,80667,14,8
70,9253,0,2,2,0,1,28690,6,5
60,9254,0,0,0,2,1,93303,17,10
40,9255,0,2,2,2,1,55859,10,7
56,9256,1,2,0,2,1,61775,14,4
47,9257,0,2,1,0,1,37991,21,3
59,9258,0,2,0,2,0,78110,13,4
53,9259,0,0,1,1,0,86452,9,8
52,9260,0,2,0,1,3,37881,12,2
34,9261,0,2,2,1,3,117652,16,8
46,9262,0,5,0,1,3,55769,3,4
52,9263,0,2,2,0,2,78691,9,11
52,9264,1,2,2,1,1,54158,15,5
46,9265,1,2,0,1,2,98320,20,5
40,9266,0,2,2,2,1,59350,11,6
52,9267,1,2,0,1,3,75534,12,5
53,9268,0,2,2,4,1,90759,12,8
24,9269,1,2,2,2,1,77711,18,2
37,9270,0,2,1,1,1,93214,16,7
42,9271,0,2,1,0,1,88192,13,5
70,9272,0,2,1,2,1,27104,9,1
